"","motorists","cyclists","windowsize","showgame","count"
"231",25,22,100,"F",8
"232",37,33,120,"F",6
"233",59,52,140,"F",19
"234",57,59,160,"F",16
"235",72,86,180,"F",18
"236",98,98,200,"F",21
"237",102,127,220,"F",35
"238",154,137,240,"F",48
"239",168,160,260,"F",47
"240",181,212,280,"F",50
"241",24,27,100,"F",2
"242",37,42,120,"F",26
"243",49,47,140,"F",11
"244",60,77,160,"F",28
"245",78,73,180,"F",24
"246",93,101,200,"F",29
"247",103,114,220,"F",39
"248",151,157,240,"F",37
"249",177,154,260,"F",39
"250",203,180,280,"F",58
"251",31,24,100,"F",12
"252",42,45,120,"F",19
"253",49,41,140,"F",15
"254",59,66,160,"F",22
"255",97,88,180,"F",30
"256",91,114,200,"F",33
"257",146,109,220,"F",27
"258",158,139,240,"F",35
"259",137,171,260,"F",36
"260",200,197,280,"F",51
"261",23,32,100,"F",13
"262",37,38,120,"F",18
"263",44,56,140,"F",12
"264",64,69,160,"F",18
"265",73,98,180,"F",35
"266",96,109,200,"F",33
"267",114,119,220,"F",33
"268",133,143,240,"F",27
"269",179,166,260,"F",45
"270",167,174,280,"F",28
"271",26,36,100,"F",13
"272",29,41,120,"F",11
"273",61,60,140,"F",22
"274",51,71,160,"F",14
"275",88,79,180,"F",27
"276",105,103,200,"F",33
"277",112,127,220,"F",26
"278",142,138,240,"F",30
"279",160,161,260,"F",28
"280",189,220,280,"F",38
"281",37,22,100,"F",13
"282",30,41,120,"F",8
"283",53,40,140,"F",17
"284",65,71,160,"F",19
"285",107,83,180,"F",36
"286",111,103,200,"F",41
"287",109,138,220,"F",47
"288",131,141,240,"F",47
"289",174,167,260,"F",43
"290",207,194,280,"F",49
"291",25,24,100,"F",14
"292",44,36,120,"F",16
"293",47,38,140,"F",12
"294",69,64,160,"F",17
"295",69,99,180,"F",32
"296",101,100,200,"F",34
"297",100,121,220,"F",30
"298",126,157,240,"F",31
"299",151,166,260,"F",24
"300",178,197,280,"F",51
"301",16,25,100,"F",5
"302",27,29,120,"F",12
"303",33,60,140,"F",20
"304",52,51,160,"F",14
"305",78,76,180,"F",24
"306",119,98,200,"F",34
"307",103,138,220,"F",32
"308",152,155,240,"F",52
"309",176,162,260,"F",40
"310",177,184,280,"F",48
"311",24,24,100,"F",13
"312",36,35,120,"F",12
"313",42,38,140,"F",12
"314",68,54,160,"F",18
"315",75,79,180,"F",27
"316",99,80,200,"F",26
"317",130,125,220,"F",37
"318",137,134,240,"F",41
"319",190,163,260,"F",50
"320",185,181,280,"F",45
"321",23,23,100,"F",7
"322",38,38,120,"F",22
"323",65,54,140,"F",25
"324",59,57,160,"F",17
"325",64,86,180,"F",21
"326",101,101,200,"F",36
"327",128,122,220,"F",29
"328",157,145,240,"F",36
"329",177,151,260,"F",32
"330",175,199,280,"F",53
"331",34,20,100,"F",15
"332",31,31,120,"F",8
"333",55,44,140,"F",14
"334",61,59,160,"F",21
"335",69,79,180,"F",25
"336",90,104,200,"F",34
"337",102,129,220,"F",38
"338",165,161,240,"F",53
"339",151,151,260,"F",27
"340",237,214,280,"F",64
"341",30,21,100,"F",11
"342",43,38,120,"F",10
"343",55,53,140,"F",15
"344",62,66,160,"F",20
"345",78,66,180,"F",19
"346",94,99,200,"F",29
"347",143,114,220,"F",27
"348",145,139,240,"F",27
"349",172,163,260,"F",40
"350",194,193,280,"F",50
"351",23,24,100,"F",11
"352",25,39,120,"F",10
"353",47,41,140,"F",15
"354",51,70,160,"F",20
"355",85,88,180,"F",32
"356",93,106,200,"F",29
"357",126,131,220,"F",37
"358",137,134,240,"F",31
"359",159,179,260,"F",39
"360",180,174,280,"F",43
"361",22,24,100,"F",9
"362",36,40,120,"F",9
"363",59,57,140,"F",21
"364",78,60,160,"F",20
"365",89,92,180,"F",28
"366",105,111,200,"F",39
"367",111,131,220,"F",58
"368",137,156,240,"F",38
"369",189,171,260,"F",47
"370",213,171,280,"F",38
"371",19,28,100,"F",12
"372",42,36,120,"F",12
"373",36,42,140,"F",11
"374",63,74,160,"F",35
"375",83,66,180,"F",17
"376",100,112,200,"F",39
"377",123,133,220,"F",52
"378",153,125,240,"F",29
"379",176,177,260,"F",50
"380",197,224,280,"F",65
"381",17,27,100,"F",5
"382",30,30,120,"F",11
"383",51,52,140,"F",18
"384",65,53,160,"F",21
"385",66,89,180,"F",20
"386",104,92,200,"F",34
"387",116,113,220,"F",42
"388",150,161,240,"F",50
"389",156,166,260,"F",37
"390",181,206,280,"F",42
"391",28,25,100,"F",18
"392",41,38,120,"F",12
"393",46,48,140,"F",8
"394",61,68,160,"F",15
"395",78,81,180,"F",26
"396",105,89,200,"F",26
"397",120,109,220,"F",35
"398",143,156,240,"F",30
"399",180,180,260,"F",51
"400",205,199,280,"F",44
"401",29,24,100,"F",19
"402",44,34,120,"F",12
"403",56,53,140,"F",26
"404",65,69,160,"F",18
"405",70,79,180,"F",18
"406",111,102,200,"F",33
"407",109,111,220,"F",42
"408",142,154,240,"F",49
"409",174,175,260,"F",48
"410",182,233,280,"F",55
"411",24,29,100,"F",11
"412",36,35,120,"F",12
"413",53,48,140,"F",21
"414",64,61,160,"F",23
"415",68,85,180,"F",31
"416",87,93,200,"F",26
"417",120,119,220,"F",48
"418",150,145,240,"F",34
"419",152,186,260,"F",48
"420",180,192,280,"F",43
"421",24,31,100,"F",11
"422",30,40,120,"F",7
"423",61,35,140,"F",10
"424",63,66,160,"F",21
"425",75,80,180,"F",31
"426",93,95,200,"F",21
"427",120,120,220,"F",43
"428",143,146,240,"F",38
"429",168,182,260,"F",36
"430",191,220,280,"F",49
"431",33,28,100,"F",17
"432",45,35,120,"F",17
"433",64,52,140,"F",21
"434",65,74,160,"F",17
"435",77,97,180,"F",27
"436",102,107,200,"F",27
"437",133,116,220,"F",37
"438",149,145,240,"F",45
"439",175,150,260,"F",36
"440",213,185,280,"F",43
"441",26,22,100,"F",15
"442",44,36,120,"F",12
"443",53,38,140,"F",14
"444",77,62,160,"F",20
"445",89,93,180,"F",42
"446",96,103,200,"F",23
"447",128,109,220,"F",35
"448",139,145,240,"F",46
"449",158,170,260,"F",37
"450",208,212,280,"F",57
"451",24,25,100,"F",11
"452",40,37,120,"F",14
"453",46,51,140,"F",16
"454",69,53,160,"F",20
"455",82,88,180,"F",29
"456",97,101,200,"F",38
"457",136,101,220,"F",29
"458",131,145,240,"F",29
"459",156,161,260,"F",32
"460",210,194,280,"F",45
"461",24,22,100,"F",11
"462",26,31,120,"F",8
"463",57,46,140,"F",9
"464",66,72,160,"F",22
"465",83,82,180,"F",20
"466",89,99,200,"F",23
"467",122,139,220,"F",47
"468",133,127,240,"F",22
"469",153,157,260,"F",35
"470",161,172,280,"F",35
"471",24,23,100,"F",9
"472",36,41,120,"F",12
"473",55,50,140,"F",14
"474",74,65,160,"F",19
"475",71,83,180,"F",22
"476",102,103,200,"F",34
"477",103,108,220,"F",30
"478",153,140,240,"F",28
"479",157,185,260,"F",41
"480",205,191,280,"F",36
"481",30,23,100,"F",8
"482",38,40,120,"F",17
"483",41,35,140,"F",4
"484",67,73,160,"F",26
"485",64,76,180,"F",20
"486",111,116,200,"F",39
"487",126,137,220,"F",35
"488",122,145,240,"F",30
"489",158,160,260,"F",34
"490",183,196,280,"F",44
"491",19,24,100,"F",2
"492",29,38,120,"F",9
"493",54,44,140,"F",13
"494",52,53,160,"F",18
"495",72,86,180,"F",17
"496",113,104,200,"F",24
"497",125,153,220,"F",46
"498",136,140,240,"F",38
"499",161,150,260,"F",29
"500",199,183,280,"F",34
